User_ID,Segment,Primary_Need,Preferred_Device,Budget_INR,Location
820,Commuter,Battery Life,Budget Action Cam,2414,Chennai
821,Fitness/Recreational,Scenery,360 Cam,5406,Mumbai
822,Commuter,Evidence,Budget Action Cam,2161,Tier-2 City
823,Commuter,Safety/Dashcam,Smartphone Mount,1180,Bangalore
824,Commuter,Safety/Dashcam,Smartphone Mount,4857,Pune
825,Fitness/Recreational,Social Sharing,Mid-range Action Cam,12742,Mumbai
826,Enthusiast/Pro,Data Overlay,360 Cam,20174,Bangalore
827,Commuter,Safety/Dashcam,Budget Action Cam,4660,Bangalore
828,Commuter,Safety/Dashcam,Smartphone Mount,4354,Tier-2 City
829,Fitness/Recreational,Scenery,Smartphone Mount,13234,Delhi
830,Commuter,Battery Life,Smartphone Mount,3373,Delhi
831,Commuter,Safety/Dashcam,Budget Action Cam,3886,Mumbai
832,Commuter,Safety/Dashcam,Budget Action Cam,1492,Delhi
833,Commuter,Safety/Dashcam,Smartphone Mount,2740,Bangalore
834,Commuter,Safety/Dashcam,Budget Action Cam,889,Delhi
835,Commuter,Safety/Dashcam,Budget Action Cam,1158,Chennai
836,Commuter,Battery Life,Budget Action Cam,4231,Delhi
837,Enthusiast/Pro,Stabilization,High-end Action Cam,47798,Bangalore
838,Commuter,Evidence,Budget Action Cam,1382,Tier-2 City
839,Fitness/Recreational,Social Sharing,Mid-range Action Cam,15758,Mumbai
840,Fitness/Recreational,Scenery,Mid-range Action Cam,17738,Pune
841,Commuter,Evidence,Budget Action Cam,3750,Delhi
842,Fitness/Recreational,Scenery,Smartphone Mount,12291,Bangalore
843,Commuter,Safety/Dashcam,Smartphone Mount,3697,Pune
844,Enthusiast/Pro,Data Overlay,High-end Action Cam,36523,Pune
845,Commuter,Safety/Dashcam,Budget Action Cam,1016,Chennai
846,Commuter,Safety/Dashcam,Budget Action Cam,1387,Pune
847,Commuter,Battery Life,Smartphone Mount,549,Tier-2 City
848,Enthusiast/Pro,Data Overlay,360 Cam,42724,Bangalore
849,Fitness/Recreational,Ease of Use,Smartphone Mount,7606,Bangalore
850,Fitness/Recreational,Ease of Use,360 Cam,18452,Delhi
851,Commuter,Evidence,Budget Action Cam,4810,Delhi
852,Fitness/Recreational,Scenery,Mid-range Action Cam,13319,Delhi
853,Commuter,Evidence,Smartphone Mount,3261,Tier-2 City
854,Enthusiast/Pro,Data Overlay,Drone,42745,Pune
855,Commuter,Evidence,Smartphone Mount,2869,Pune
856,Commuter,Evidence,Smartphone Mount,1841,Chennai
857,Commuter,Safety/Dashcam,Budget Action Cam,4045,Tier-2 City
858,Commuter,Safety/Dashcam,Smartphone Mount,3775,Delhi
859,Fitness/Recreational,Ease of Use,Smartphone Mount,18065,Mumbai
860,Commuter,Evidence,Smartphone Mount,707,Chennai
861,Fitness/Recreational,Scenery,Smartphone Mount,15825,Mumbai
862,Commuter,Evidence,Budget Action Cam,3866,Pune
863,Fitness/Recreational,Ease of Use,Smartphone Mount,19565,Chennai
864,Commuter,Battery Life,Smartphone Mount,2695,Chennai
865,Commuter,Battery Life,Smartphone Mount,2914,Bangalore
866,Fitness/Recreational,Scenery,Smartphone Mount,7849,Pune
867,Commuter,Evidence,Budget Action Cam,2242,Pune
868,Commuter,Battery Life,Smartphone Mount,4695,Tier-2 City
869,Enthusiast/Pro,Stabilization,High-end Action Cam,49084,Chennai
870,Enthusiast/Pro,Data Overlay,High-end Action Cam,34296,Pune
871,Commuter,Evidence,Smartphone Mount,3494,Chennai
872,Commuter,Safety/Dashcam,Smartphone Mount,2313,Tier-2 City
873,Fitness/Recreational,Scenery,Smartphone Mount,11124,Tier-2 City
874,Commuter,Safety/Dashcam,Smartphone Mount,1591,Bangalore
875,Commuter,Battery Life,Smartphone Mount,582,Chennai
876,Commuter,Safety/Dashcam,Smartphone Mount,3644,Pune
877,Fitness/Recreational,Social Sharing,Mid-range Action Cam,12071,Pune
878,Fitness/Recreational,Scenery,360 Cam,15896,Chennai
879,Commuter,Evidence,Smartphone Mount,2601,Chennai
880,Commuter,Evidence,Smartphone Mount,1864,Chennai
881,Commuter,Battery Life,Budget Action Cam,4962,Delhi
882,Fitness/Recreational,Ease of Use,Mid-range Action Cam,7426,Pune
883,Commuter,Safety/Dashcam,Smartphone Mount,3462,Tier-2 City
884,Commuter,Safety/Dashcam,Smartphone Mount,1564,Pune
885,Fitness/Recreational,Scenery,Mid-range Action Cam,18804,Delhi
886,Commuter,Battery Life,Smartphone Mount,650,Chennai
887,Fitness/Recreational,Ease of Use,Mid-range Action Cam,10166,Bangalore
888,Commuter,Battery Life,Smartphone Mount,4664,Chennai
889,Commuter,Battery Life,Smartphone Mount,2750,Chennai
890,Commuter,Safety/Dashcam,Smartphone Mount,4401,Delhi
891,Fitness/Recreational,Scenery,Mid-range Action Cam,6551,Pune
892,Enthusiast/Pro,Image Quality,High-end Action Cam,37910,Chennai
893,Fitness/Recreational,Scenery,Mid-range Action Cam,15878,Pune
894,Commuter,Battery Life,Smartphone Mount,2866,Mumbai
895,Fitness/Recreational,Social Sharing,Mid-range Action Cam,15626,Tier-2 City
896,Commuter,Evidence,Smartphone Mount,1514,Pune
897,Commuter,Battery Life,Smartphone Mount,1190,Bangalore
898,Enthusiast/Pro,Image Quality,High-end Action Cam,43624,Tier-2 City
899,Commuter,Safety/Dashcam,Smartphone Mount,794,Bangalore
900,Commuter,Safety/Dashcam,Budget Action Cam,3412,Chennai
901,Commuter,Evidence,Budget Action Cam,2373,Tier-2 City
902,Commuter,Battery Life,Smartphone Mount,944,Pune
903,Commuter,Evidence,Smartphone Mount,1241,Tier-2 City
904,Fitness/Recreational,Scenery,Smartphone Mount,16889,Chennai
905,Commuter,Battery Life,Budget Action Cam,562,Delhi
906,Enthusiast/Pro,Image Quality,360 Cam,48345,Bangalore
907,Fitness/Recreational,Social Sharing,Smartphone Mount,17543,Chennai
908,Commuter,Battery Life,Smartphone Mount,2635,Delhi
909,Commuter,Battery Life,Smartphone Mount,3574,Tier-2 City
910,Commuter,Evidence,Smartphone Mount,620,Tier-2 City
911,Fitness/Recreational,Social Sharing,360 Cam,18652,Chennai
912,Commuter,Safety/Dashcam,Smartphone Mount,3261,Pune
913,Fitness/Recreational,Social Sharing,Mid-range Action Cam,7668,Tier-2 City
914,Commuter,Battery Life,Smartphone Mount,1302,Pune
915,Fitness/Recreational,Social Sharing,Smartphone Mount,7187,Pune
916,Commuter,Battery Life,Smartphone Mount,4106,Pune
917,Commuter,Safety/Dashcam,Smartphone Mount,3890,Mumbai
918,Enthusiast/Pro,Image Quality,360 Cam,26296,Delhi
919,Fitness/Recreational,Social Sharing,Smartphone Mount,7591,Delhi
920,Commuter,Battery Life,Budget Action Cam,2071,Tier-2 City
921,Enthusiast/Pro,Image Quality,High-end Action Cam,35721,Tier-2 City
922,Commuter,Evidence,Budget Action Cam,1736,Pune
923,Enthusiast/Pro,Data Overlay,High-end Action Cam,35346,Mumbai
924,Fitness/Recreational,Social Sharing,Mid-range Action Cam,5661,Pune
925,Commuter,Safety/Dashcam,Budget Action Cam,586,Mumbai
926,Commuter,Safety/Dashcam,Smartphone Mount,3442,Pune
927,Commuter,Evidence,Smartphone Mount,3810,Bangalore
928,Fitness/Recreational,Social Sharing,Smartphone Mount,11815,Bangalore
929,Fitness/Recreational,Scenery,Smartphone Mount,6647,Chennai
930,Commuter,Battery Life,Smartphone Mount,3818,Pune
931,Commuter,Safety/Dashcam,Budget Action Cam,1145,Tier-2 City
932,Fitness/Recreational,Scenery,Smartphone Mount,18045,Delhi
933,Enthusiast/Pro,Data Overlay,High-end Action Cam,24733,Chennai
934,Fitness/Recreational,Ease of Use,Mid-range Action Cam,13690,Tier-2 City
935,Commuter,Evidence,Smartphone Mount,3567,Bangalore
936,Commuter,Battery Life,Smartphone Mount,2236,Pune
937,Commuter,Evidence,Smartphone Mount,2753,Chennai
938,Enthusiast/Pro,Stabilization,High-end Action Cam,35093,Pune
939,Commuter,Battery Life,Smartphone Mount,4482,Bangalore
940,Fitness/Recreational,Scenery,360 Cam,12751,Chennai
941,Commuter,Battery Life,Smartphone Mount,3860,Bangalore
942,Fitness/Recreational,Scenery,Mid-range Action Cam,7242,Mumbai
943,Fitness/Recreational,Scenery,Smartphone Mount,10097,Bangalore
944,Fitness/Recreational,Social Sharing,Smartphone Mount,18665,Pune
945,Commuter,Battery Life,Smartphone Mount,2420,Delhi
946,Commuter,Evidence,Smartphone Mount,738,Bangalore
947,Commuter,Safety/Dashcam,Smartphone Mount,4840,Tier-2 City
948,Enthusiast/Pro,Data Overlay,High-end Action Cam,39071,Delhi
949,Enthusiast/Pro,Image Quality,High-end Action Cam,41772,Mumbai
950,Fitness/Recreational,Social Sharing,Mid-range Action Cam,10126,Chennai
951,Fitness/Recreational,Scenery,Mid-range Action Cam,14012,Chennai
952,Fitness/Recreational,Social Sharing,Smartphone Mount,17816,Delhi
953,Commuter,Battery Life,Smartphone Mount,2288,Chennai
954,Enthusiast/Pro,Stabilization,High-end Action Cam,23700,Bangalore
955,Commuter,Battery Life,Smartphone Mount,1667,Delhi
956,Commuter,Safety/Dashcam,Budget Action Cam,1596,Pune
957,Fitness/Recreational,Social Sharing,Smartphone Mount,14813,Bangalore
958,Commuter,Safety/Dashcam,Smartphone Mount,3494,Bangalore
959,Commuter,Evidence,Budget Action Cam,1217,Bangalore
960,Fitness/Recreational,Social Sharing,Smartphone Mount,10057,Pune
961,Commuter,Safety/Dashcam,Budget Action Cam,4734,Mumbai
962,Fitness/Recreational,Social Sharing,Smartphone Mount,7104,Tier-2 City
963,Commuter,Evidence,Budget Action Cam,3107,Chennai
964,Commuter,Evidence,Smartphone Mount,3081,Delhi
965,Commuter,Evidence,Smartphone Mount,2839,Mumbai
966,Commuter,Battery Life,Smartphone Mount,3372,Delhi
967,Fitness/Recreational,Social Sharing,Smartphone Mount,11476,Chennai
968,Commuter,Safety/Dashcam,Budget Action Cam,1031,Pune
969,Fitness/Recreational,Social Sharing,Mid-range Action Cam,16996,Bangalore
970,Commuter,Battery Life,Smartphone Mount,705,Bangalore
971,Fitness/Recreational,Ease of Use,Mid-range Action Cam,17931,Pune
972,Enthusiast/Pro,Stabilization,High-end Action Cam,22890,Mumbai
973,Fitness/Recreational,Scenery,Smartphone Mount,11239,Mumbai
974,Commuter,Battery Life,Smartphone Mount,1397,Delhi
975,Commuter,Evidence,Budget Action Cam,1170,Pune
976,Commuter,Evidence,Budget Action Cam,2455,Mumbai
977,Fitness/Recreational,Social Sharing,Mid-range Action Cam,6892,Pune
978,Commuter,Safety/Dashcam,Smartphone Mount,2003,Chennai
979,Commuter,Evidence,Budget Action Cam,3926,Bangalore
980,Fitness/Recreational,Social Sharing,Smartphone Mount,13235,Bangalore
981,Commuter,Safety/Dashcam,Smartphone Mount,3663,Bangalore
982,Fitness/Recreational,Social Sharing,Smartphone Mount,6925,Pune
983,Commuter,Safety/Dashcam,Smartphone Mount,3971,Pune
984,Commuter,Battery Life,Smartphone Mount,2312,Delhi
985,Fitness/Recreational,Scenery,Mid-range Action Cam,16748,Bangalore
986,Commuter,Safety/Dashcam,Smartphone Mount,3391,Delhi
987,Fitness/Recreational,Scenery,Smartphone Mount,11410,Bangalore
988,Commuter,Evidence,Smartphone Mount,1115,Delhi
989,Commuter,Battery Life,Smartphone Mount,1454,Delhi
990,Fitness/Recreational,Scenery,Smartphone Mount,11859,Chennai
991,Fitness/Recreational,Scenery,Mid-range Action Cam,8278,Delhi
992,Fitness/Recreational,Social Sharing,Mid-range Action Cam,16441,Pune
993,Commuter,Battery Life,Budget Action Cam,883,Delhi
994,Fitness/Recreational,Scenery,Mid-range Action Cam,9334,Bangalore
995,Commuter,Battery Life,Budget Action Cam,3793,Delhi
996,Commuter,Safety/Dashcam,Smartphone Mount,4751,Mumbai
997,Enthusiast/Pro,Data Overlay,360 Cam,36140,Tier-2 City
998,Commuter,Battery Life,Smartphone Mount,3546,Bangalore
999,Enthusiast/Pro,Data Overlay,360 Cam,30627,Mumbai
1000,Commuter,Battery Life,Budget Action Cam,1863,Bangalore
